avg_dist,avg_rating_by_driver,avg_rating_of_driver,avg_inc_price,inc_pct,weekday_pct,fancy_car_user,city_Carthag,city_Harko,phone_iPhone,first_month_cat_more_1_trip,first_month_cat_no_trips,month_5_still_here
2.48,4.4,4.8,1.0,0.0,57.9,False,0,0,1,1,0,1
6.11,5.0,5.0,1.0,0.0,50.0,False,0,1,1,0,1,1
12.81,5.0,5.0,1.0,0.0,100.0,False,0,1,0,0,1,0
14.79,5.0,,1.0,0.0,0.0,False,0,0,1,0,0,0
2.17,5.0,3.0,1.0,0.0,33.3,False,0,0,1,0,1,0
3.03,5.0,5.0,1.0,0.0,33.3,False,0,0,1,1,0,1
6.46,5.0,4.0,1.0,0.0,100.0,False,1,0,1,0,1,1
7.05,4.1,5.0,1.0,0.0,71.4,False,0,0,1,1,0,1
1.83,5.0,4.0,1.0,0.0,66.7,False,1,0,0,1,0,1
17.58,5.0,5.0,1.0,0.0,0.0,False,0,0,1,0,1,1
15.11,5.0,5.0,1.0,0.0,100.0,False,0,1,1,0,0,0
4.23,4.9,4.4,1.1,5.6,66.7,True,1,0,1,1,0,1
4.28,4.9,3.9,1.22,22.7,68.2,False,0,1,1,1,0,0
10.41,5.0,4.4,1.0,0.0,58.3,False,0,1,0,0,1,1
1.78,4.5,5.0,1.0,0.0,0.0,True,0,1,1,0,1,0
2.73,5.0,5.0,1.0,0.0,33.3,False,0,1,0,1,0,0
3.86,5.0,5.0,1.14,28.6,42.9,False,0,0,1,1,0,0
3.28,5.0,4.0,1.13,25.0,50.0,False,0,0,1,0,0,1
8.25,5.0,5.0,1.42,33.3,0.0,False,0,0,0,1,0,0
2.59,4.5,4.0,1.0,0.0,50.0,True,0,0,0,0,1,0
11.0,5.0,4.0,1.0,0.0,0.0,False,1,0,1,0,0,1
6.22,5.0,5.0,1.5,50.0,50.0,False,1,0,1,1,0,0
5.14,5.0,4.8,1.16,14.3,50.0,True,0,0,1,1,0,0
3.7,5.0,4.8,1.0,0.0,0.0,True,1,0,1,1,0,0
9.43,4.5,,1.0,0.0,50.0,False,1,0,1,0,1,1
3.11,4.8,4.8,1.05,18.2,72.7,False,0,1,1,1,0,1
1.53,5.0,5.0,1.0,0.0,100.0,False,0,1,1,0,0,0
3.02,4.9,4.8,1.5,42.9,71.4,True,0,1,1,0,1,1
2.08,4.8,4.9,1.22,23.5,64.7,False,0,1,1,1,0,1
4.04,5.0,5.0,1.0,0.0,100.0,False,1,0,0,0,1,0
3.57,4.0,4.7,1.0,0.0,66.7,False,0,0,0,0,1,0
1.84,5.0,4.6,1.0,0.0,100.0,True,0,1,1,0,1,1
2.77,5.0,5.0,1.0,0.0,0.0,True,0,0,1,1,0,0
2.74,5.0,5.0,1.0,0.0,100.0,False,1,0,1,0,1,0
1.02,4.3,5.0,1.0,0.0,100.0,True,0,1,0,1,0,0
1.58,4.8,1.0,1.0,0.0,50.0,False,0,0,1,1,0,1
7.59,5.0,,1.0,0.0,0.0,False,1,0,0,0,0,0
2.95,4.9,4.3,1.0,0.0,100.0,True,0,0,0,1,0,0
3.74,4.7,4.4,1.05,9.1,58.2,True,0,0,1,1,0,1
2.86,5.0,4.5,1.0,0.0,100.0,True,1,0,0,0,1,0
7.49,5.0,5.0,1.0,0.0,33.3,False,1,0,1,0,1,0
7.33,5.0,4.0,1.0,0.0,100.0,False,1,0,1,0,0,0
3.85,5.0,4.0,1.0,0.0,100.0,True,0,1,0,0,0,0
1.18,5.0,5.0,1.0,0.0,100.0,False,0,0,1,0,0,0
3.24,5.0,5.0,1.0,0.0,100.0,True,1,0,1,0,1,1
2.2,4.4,3.4,1.15,7.7,30.8,True,0,1,0,1,0,1
6.36,4.7,4.9,1.04,11.9,78.6,False,0,1,1,0,1,1
10.89,5.0,5.0,1.0,0.0,50.0,False,1,0,1,0,0,0
3.26,4.6,4.9,1.37,46.2,69.2,True,1,0,0,0,0,0
2.69,5.0,5.0,1.0,0.0,0.0,False,0,0,1,0,0,0
1.53,5.0,4.3,1.0,0.0,0.0,True,1,0,1,1,0,0
3.81,4.7,4.6,1.13,16.7,50.0,True,1,0,1,1,0,1
8.79,4.5,4.5,1.0,0.0,86.4,True,0,0,1,1,0,1
4.24,4.8,5.0,1.0,0.0,50.0,False,0,0,1,1,0,1
3.48,4.7,4.5,1.1,15.4,46.2,False,0,0,0,0,0,1
1.76,5.0,5.0,1.0,0.0,0.0,False,1,0,1,0,1,0
4.1,3.7,5.0,1.0,0.0,66.7,True,0,1,1,0,1,1
2.55,5.0,5.0,1.0,0.0,100.0,False,1,0,0,1,0,0
7.75,3.3,4.5,1.0,0.0,75.0,False,0,0,1,0,0,0
4.26,4.9,4.4,1.21,23.5,64.7,False,0,0,1,1,0,1
2.05,5.0,5.0,1.0,0.0,50.0,False,1,0,1,1,0,0
2.95,5.0,5.0,1.0,0.0,0.0,True,1,0,1,1,0,0
3.63,5.0,4.3,1.22,37.5,62.5,False,0,0,1,1,0,1
2.4,4.6,4.3,1.0,0.0,13.3,True,1,0,0,0,1,1
4.69,3.8,4.8,1.15,20.0,0.0,False,1,0,1,1,0,0
2.98,4.5,4.5,1.0,0.0,100.0,False,0,0,0,1,0,0
1.77,4.0,,1.0,0.0,0.0,False,1,0,1,0,1,0
2.91,4.8,5.0,1.25,25.0,50.0,False,0,0,1,0,1,0
24.75,5.0,5.0,1.0,0.0,100.0,False,1,0,1,0,0,0
11.35,5.0,4.2,1.0,0.0,87.5,True,0,0,0,0,0,1
3.55,4.5,5.0,1.0,0.0,100.0,False,0,1,0,1,0,0
9.45,5.0,4.3,1.0,0.0,100.0,False,0,1,1,1,0,1
11.36,5.0,5.0,1.0,0.0,100.0,False,1,0,1,0,0,0
5.46,5.0,4.5,1.0,0.0,66.7,False,0,0,1,1,0,0
2.12,4.6,4.3,1.07,14.3,42.9,False,0,0,1,1,0,1
3.59,4.6,4.3,1.0,0.0,38.5,False,0,1,1,1,0,0
8.77,5.0,5.0,1.0,0.0,50.0,False,0,0,0,0,1,1
2.95,4.7,3.6,1.11,18.2,56.8,True,0,0,1,1,0,1
18.38,5.0,5.0,1.0,0.0,0.0,False,0,1,1,1,0,1
2.49,4.0,5.0,1.0,0.0,0.0,True,0,0,1,0,1,0
2.86,4.8,5.0,1.65,40.0,0.0,False,1,0,0,0,1,0
5.75,4.0,4.0,1.0,0.0,0.0,False,1,0,0,0,0,0
6.93,5.0,,1.25,100.0,100.0,False,0,0,1,0,0,0
4.2,5.0,5.0,1.0,0.0,60.0,False,0,0,1,0,0,1
2.94,4.8,3.5,1.28,25.0,37.5,True,0,0,1,1,0,1
0.41,5.0,4.0,1.0,0.0,100.0,False,1,0,0,0,1,0
4.94,4.9,4.7,1.0,0.0,100.0,True,1,0,1,0,0,1
1.38,5.0,,1.0,0.0,100.0,True,0,0,1,0,0,0
2.64,5.0,3.0,1.0,0.0,0.0,True,0,1,0,0,1,1
2.14,5.0,5.0,1.15,40.0,40.0,True,0,1,1,0,1,1
7.22,5.0,4.5,1.0,0.0,57.1,True,0,0,0,0,0,1
1.21,4.6,5.0,1.04,7.1,71.4,False,0,0,1,0,1,1
3.55,4.9,4.6,1.14,11.4,48.6,True,1,0,1,1,0,1
13.71,5.0,5.0,1.0,0.0,0.0,True,0,0,0,0,0,0
2.2,5.0,5.0,1.0,0.0,0.0,False,0,1,0,1,0,0
5.02,5.0,5.0,1.0,0.0,50.0,False,0,0,0,0,1,1
2.22,4.7,3.4,1.63,50.0,62.5,True,1,0,1,0,1,0
16.25,5.0,5.0,1.0,0.0,100.0,True,0,0,1,0,1,0
6.34,4.0,5.0,1.0,0.0,100.0,False,0,0,0,0,1,0
3.42,4.8,3.8,1.0,0.0,42.1,False,0,0,1,1,0,1
5.44,4.6,3.7,1.09,3.8,57.7,False,0,0,1,1,0,1
3.23,5.0,4.8,1.07,8.8,50.0,True,0,1,1,1,0,1
2.72,4.7,4.8,1.08,10.7,79.6,False,0,0,1,1,0,1
2.9,5.0,5.0,1.0,0.0,25.0,False,1,0,0,0,0,1
4.37,4.9,4.8,1.18,20.0,40.0,False,1,0,1,0,1,1
1.94,4.6,4.8,1.0,0.0,41.7,True,0,0,0,1,0,0
1.1,4.5,5.0,1.0,0.0,50.0,False,1,0,0,0,1,0
0.73,5.0,5.0,1.0,0.0,0.0,False,1,0,0,0,0,0
3.59,4.7,5.0,1.25,33.3,0.0,False,0,0,1,1,0,1
1.17,5.0,,1.0,0.0,100.0,True,0,1,1,0,1,1
5.22,5.0,5.0,1.0,0.0,50.0,True,0,0,0,0,0,1
2.28,4.7,4.0,1.67,66.7,100.0,False,0,1,1,1,0,0
2.31,5.0,2.8,1.0,0.0,66.7,True,0,0,1,1,0,1
3.33,5.0,4.0,1.0,0.0,100.0,True,0,1,1,0,1,1
0.0,5.0,5.0,1.0,0.0,100.0,False,1,0,0,0,1,0
6.94,4.9,4.7,1.01,5.3,84.2,True,0,0,1,0,0,1
2.62,5.0,5.0,1.0,0.0,33.3,False,0,0,0,1,0,0
2.18,5.0,3.0,1.0,0.0,0.0,False,0,0,0,1,0,0
2.85,4.3,2.5,1.0,0.0,92.9,False,0,0,1,0,0,1
1.8,5.0,,1.0,0.0,0.0,False,0,0,1,0,1,1
13.57,5.0,4.0,1.0,0.0,100.0,False,0,1,1,0,0,0
6.89,5.0,5.0,1.0,0.0,100.0,False,0,0,1,1,0,0
1.9,5.0,5.0,1.0,0.0,100.0,False,1,0,1,1,0,0
2.25,4.8,5.0,1.0,0.0,100.0,False,1,0,1,1,0,0
2.34,4.7,4.5,1.0,0.0,72.7,False,0,0,1,1,0,1
1.67,4.0,5.0,1.0,0.0,0.0,False,0,0,0,0,0,0
2.11,5.0,,1.0,0.0,50.0,False,0,0,1,0,0,1
4.45,5.0,4.8,1.0,0.0,55.2,True,0,1,1,1,0,0
3.53,5.0,5.0,1.0,0.0,100.0,False,1,0,0,0,0,0
6.8,5.0,4.5,1.0,0.0,50.0,True,1,0,0,0,1,1
10.05,5.0,,1.0,0.0,0.0,False,0,0,1,0,1,0
2.39,5.0,3.5,1.0,0.0,100.0,False,1,0,0,1,0,0
8.43,5.0,5.0,1.0,0.0,0.0,False,0,0,1,0,0,0
1.36,5.0,,1.0,0.0,0.0,False,1,0,0,0,1,0
5.9,5.0,4.8,1.14,18.2,100.0,False,0,1,0,1,0,1
1.17,2.5,3.5,1.0,0.0,0.0,False,1,0,1,1,0,0
2.45,4.5,4.9,1.0,0.0,78.8,False,1,0,1,1,0,1
5.16,4.7,5.0,1.0,0.0,91.7,True,0,1,1,0,0,1
16.62,4.0,5.0,1.0,0.0,50.0,False,0,0,0,0,1,0
1.97,4.9,4.5,1.0,0.0,81.8,True,0,0,1,1,0,0
0.68,5.0,4.0,1.0,0.0,100.0,False,0,0,1,1,0,0
1.87,5.0,4.7,1.0,0.0,0.0,False,1,0,0,0,1,0
5.95,4.6,5.0,1.0,0.0,35.3,True,0,0,1,1,0,1
15.26,5.0,3.0,1.0,0.0,100.0,True,0,0,1,0,1,1
1.46,4.0,4.0,1.13,12.5,87.5,False,1,0,0,0,1,0
5.35,4.4,4.6,1.08,3.7,70.4,True,1,0,1,1,0,1
2.42,4.1,4.8,1.13,16.7,66.7,True,0,0,1,1,0,1
12.12,5.0,5.0,1.0,0.0,100.0,False,0,1,0,1,0,0
1.54,4.7,5.0,1.33,33.3,0.0,False,0,1,1,0,1,1
8.35,4.2,4.7,1.19,12.5,12.5,True,0,1,1,0,0,1
8.73,5.0,3.0,2.0,100.0,0.0,False,1,0,1,0,0,0
4.49,5.0,5.0,1.0,0.0,75.0,False,0,0,1,1,0,0
9.42,5.0,,1.0,0.0,100.0,False,1,0,1,0,0,0
2.23,5.0,4.7,1.0,0.0,0.0,False,0,0,1,1,0,0
4.73,5.0,5.0,1.0,0.0,0.0,True,0,1,0,0,0,0
5.63,5.0,5.0,1.0,0.0,0.0,False,1,0,0,0,0,0
2.44,4.9,4.0,1.0,0.0,100.0,False,0,0,1,0,0,0
11.5,5.0,5.0,1.0,0.0,75.0,True,0,1,1,1,0,1
1.48,5.0,,1.0,0.0,100.0,False,1,0,1,0,1,0
1.48,5.0,,1.75,100.0,0.0,False,0,0,1,0,1,1
4.54,4.7,4.5,1.01,3.9,64.5,True,0,0,0,1,0,1
15.32,5.0,,1.0,0.0,100.0,True,1,0,1,0,1,0
2.29,3.3,4.0,1.0,0.0,25.0,True,0,0,1,0,0,0
1.23,5.0,5.0,1.0,0.0,100.0,True,1,0,1,0,1,0
2.3,4.6,4.2,1.05,9.1,72.7,False,1,0,0,0,1,1
5.69,5.0,3.0,1.25,33.3,33.3,False,1,0,1,0,1,1
3.36,5.0,4.7,1.0,0.0,100.0,False,1,0,1,1,0,0
6.68,5.0,5.0,1.0,0.0,75.0,False,0,0,1,0,0,1
1.82,4.6,4.9,1.0,0.0,73.3,False,0,0,1,1,0,1
2.06,5.0,5.0,1.0,0.0,0.0,False,1,0,1,0,0,0
7.4,4.6,4.7,1.0,0.0,95.8,True,0,0,0,1,0,1
1.45,5.0,5.0,1.0,0.0,0.0,True,1,0,1,0,1,1
4.2,5.0,5.0,1.0,0.0,0.0,False,1,0,1,0,1,1
6.02,4.6,4.3,1.05,6.7,60.0,True,0,0,1,1,0,1
4.08,4.7,4.6,1.0,0.0,51.2,False,0,0,1,1,0,1
9.06,5.0,4.0,1.0,0.0,0.0,True,1,0,0,0,0,0
13.08,5.0,5.0,1.0,0.0,50.0,True,0,1,1,1,0,0
2.85,5.0,,1.0,0.0,100.0,False,1,0,1,0,1,1
15.89,5.0,5.0,1.0,0.0,100.0,True,0,1,1,1,0,1
2.45,5.0,4.3,1.08,16.7,100.0,False,0,1,1,0,1,1
2.45,4.8,4.2,1.0,0.0,26.7,True,0,0,1,1,0,1
2.6,4.7,5.0,1.07,19.0,57.1,False,0,0,1,0,0,1
9.82,5.0,3.0,1.0,0.0,100.0,True,0,0,0,0,0,0
6.68,5.0,5.0,1.0,0.0,50.0,False,0,0,0,0,0,1
3.59,5.0,5.0,1.0,0.0,0.0,False,0,0,0,0,0,0
13.91,5.0,5.0,1.0,0.0,100.0,False,0,0,0,1,0,0
7.16,5.0,5.0,1.0,0.0,100.0,True,1,0,1,0,1,0
