id,film_id,num_user,num_critic,imdb_score,num_votes,facebook_likes
80,1622,123.0,81.0,6.19999981,25572,2000
81,578,391.0,196.0,7.5,240241,0
82,368,152.0,84.0,7.0999999,71842,0
83,2274,148.0,118.0,6.19999981,17373,767
84,4516,1.0,6.0,7.4000001,70,45
85,1835,101.0,64.0,5.30000019,14315,201
86,1575,102.0,34.0,6.19999981,42644,0
87,671,31.0,12.0,5.9000001,8904,0
88,4714,186.0,256.0,5.80000019,39975,24000
89,3014,590.0,318.0,6.4000001,343648,0
90,1354,433.0,151.0,7.69999981,98354,0
91,1351,254.0,125.0,6.0,81888,0
92,2888,103.0,53.0,5.30000019,6267,368
93,1572,268.0,135.0,6.9000001,30339,0
94,4724,4.0,5.0,5.9000001,917,224
95,269,55.0,24.0,8.39999962,9852,0
96,613,319.0,81.0,7.5999999,181879,0
97,730,282.0,63.0,3.79999995,53115,0
98,1933,185.0,109.0,5.80000019,34942,1000
99,703,39.0,25.0,6.9000001,6011,905
100,3098,274.0,245.0,7.5,55842,13000
101,1577,207.0,83.0,6.19999981,19986,892
102,1733,350.0,167.0,6.5,57281,0
103,3149,52.0,33.0,4.80000019,4790,804
104,2635,441.0,163.0,5.69999981,65551,0
105,4314,42.0,68.0,8.10000038,6678,0
106,1655,43.0,52.0,6.30000019,3198,478
107,3700,411.0,436.0,6.5999999,180479,42000
108,4954,20.0,4.0,7.5999999,437,450
109,3619,17.0,4.0,3.5999999,912,502
110,3653,187.0,122.0,3.5,39095,16000
111,3318,42.0,113.0,7.80000019,7630,0
112,1792,40.0,32.0,4.5,5312,939
113,2179,1106.0,268.0,8.10000038,482064,14000
114,528,291.0,129.0,4.5,22961,1000
115,1934,116.0,81.0,5.5,49486,886
116,1686,121.0,75.0,5.30000019,15427,449
117,1078,109.0,48.0,6.9000001,36108,0
118,1263,123.0,74.0,6.69999981,22250,913
119,2470,232.0,168.0,7.4000001,43205,0
120,2863,626.0,318.0,8.0,473887,10000
121,4150,7.0,26.0,7.69999981,2112,0
122,35,29.0,7.0,7.5,1314,68
123,1662,131.0,56.0,5.30000019,7319,327
124,1320,696.0,203.0,7.30000019,137891,0
125,3590,86.0,138.0,6.19999981,47297,16000
126,3856,197.0,267.0,6.0,75864,23000
127,4246,233.0,354.0,7.5999999,76094,37000
128,420,95.0,59.0,5.0,30215,0
129,2944,34.0,90.0,6.9000001,3571,429
130,3222,174.0,167.0,6.19999981,60555,0
131,4634,322.0,343.0,7.0,103737,56000
132,1673,294.0,98.0,5.9000001,77684,0
133,2998,45.0,99.0,7.0,14301,0
134,1968,354.0,138.0,5.30000019,18632,656
135,2280,251.0,62.0,5.4000001,98794,0
136,4006,174.0,256.0,7.30000019,123553,25000
137,3955,110.0,332.0,7.0999999,29440,12000
138,4799,1.0,5.0,6.5,354,34
139,3165,39.0,76.0,5.30000019,10791,464
140,600,80.0,61.0,7.0999999,15103,2000
141,2144,978.0,205.0,7.5999999,187595,0
142,1885,568.0,176.0,6.4000001,86504,0
143,3377,69.0,147.0,5.69999981,19157,0
144,1935,369.0,140.0,4.9000001,25870,2000
145,2049,30.0,17.0,7.19999981,3480,396
146,4452,289.0,313.0,6.19999981,99035,17000
147,2444,1100.0,342.0,7.19999981,154938,10000
148,1443,346.0,149.0,7.30000019,43135,0
149,3642,733.0,453.0,8.30000019,544884,30000
150,4542,185.0,180.0,7.30000019,52894,55000
151,3733,230.0,272.0,6.0999999,37495,37000
152,1226,186.0,129.0,7.30000019,27543,607
153,4144,10.0,10.0,7.9000001,53,33
154,4746,4080.0,828.0,8.10000038,644227,1364147
155,759,92.0,26.0,6.0,85903,0
156,1527,81.0,41.0,6.4000001,9566,1000
157,326,211.0,127.0,6.9000001,29935,0
158,3178,6.0,3.0,6.30000019,397,143
159,1806,1331.0,252.0,7.69999981,399651,0
160,2804,235.0,84.0,7.5,52533,10000
161,1236,140.0,107.0,6.0,5442,339
162,328,515.0,215.0,7.9000001,281842,34000
163,4721,29.0,36.0,5.0999999,4099,0
164,1541,100.0,62.0,4.5999999,10966,365
165,2008,35.0,45.0,5.5999999,5674,329
166,4223,3.0,3.0,6.80000019,64,31
167,524,173.0,72.0,7.19999981,76842,4000
168,2650,101.0,37.0,3.0,8279,837
169,1486,318.0,129.0,6.69999981,90374,0
170,922,34.0,35.0,5.0999999,12942,902
171,691,460.0,122.0,8.0,163492,15000
172,2703,483.0,157.0,6.9000001,182757,19000
173,2747,113.0,63.0,4.19999981,15015,494
174,862,405.0,132.0,6.30000019,172217,0
175,4048,99.0,147.0,6.0999999,36029,14000
176,535,97.0,57.0,7.19999981,49007,0
177,954,64.0,53.0,5.19999981,63625,0
178,4448,2725.0,712.0,8.60000038,928227,349000
179,3082,1017.0,418.0,8.0,641997,13000
180,4917,29.0,39.0,4.69999981,4146,0
181,1547,2110.0,283.0,8.10000038,580999,33000
182,4363,15.0,30.0,4.30000019,2157,421
183,625,68.0,32.0,6.5999999,17124,949
184,972,243.0,73.0,6.80000019,220392,0
185,4224,2.0,11.0,5.0999999,322,81
186,2578,415.0,279.0,7.0999999,101221,0
187,4605,53.0,70.0,5.0,9418,0
188,4502,60.0,44.0,7.5,12672,0
189,2926,,,5.19999981,118,30
190,2528,76.0,58.0,5.69999981,28848,0
191,1399,61.0,52.0,5.5999999,3740,314
192,620,654.0,181.0,7.5,143835,14000
193,2336,148.0,47.0,7.0,4360,1000
194,2100,64.0,35.0,6.69999981,3222,352
195,4293,380.0,270.0,6.5999999,133177,24000
196,804,37.0,10.0,4.5999999,2129,138
197,1623,90.0,37.0,6.30000019,14656,0
198,3583,173.0,226.0,6.4000001,138661,0
199,3425,169.0,218.0,7.19999981,58967,10000
200,4850,1211.0,464.0,5.5,69757,62000
201,3295,17.0,56.0,7.19999981,9214,0
202,3516,752.0,445.0,6.80000019,202800,60000
203,1945,271.0,129.0,6.0999999,96693,0
204,4942,14.0,,5.9000001,954,57
205,3704,54.0,152.0,5.69999981,7625,0
206,811,144.0,52.0,6.80000019,22345,0
207,2569,382.0,31.0,6.69999981,12399,0
208,899,164.0,70.0,4.4000001,26051,0
209,18,133.0,51.0,8.0,17799,0
210,2328,814.0,237.0,5.19999981,88146,0
211,561,252.0,77.0,7.0,154199,0
212,912,395.0,114.0,6.30000019,144053,0
213,3457,283.0,377.0,7.4000001,141425,25000
214,3455,1140.0,669.0,8.0,551363,106000
215,4382,3.0,8.0,4.4000001,237,190
216,4147,384.0,415.0,7.30000019,150082,36000
217,3815,83.0,76.0,3.5999999,15866,0
218,1389,112.0,63.0,5.9000001,12519,853
219,3044,281.0,324.0,7.5999999,136673,10000
220,3384,10.0,4.0,5.19999981,1097,402
221,1403,237.0,87.0,5.30000019,80639,0
222,498,143.0,51.0,7.69999981,52846,0
223,1447,192.0,128.0,6.69999981,31169,812
224,1126,515.0,160.0,6.4000001,56741,1000
225,3146,492.0,270.0,5.9000001,78256,0
226,51,28.0,27.0,7.19999981,1756,169
227,6,71.0,36.0,6.30000019,4546,167
228,3187,19.0,37.0,7.19999981,1696,1000
229,3830,211.0,195.0,4.9000001,49312,0
230,1472,79.0,58.0,5.0999999,10777,671
231,3256,245.0,335.0,7.80000019,139114,15000
232,3616,636.0,479.0,8.0,503631,64000
233,4744,994.0,602.0,6.80000019,275868,85000
234,2582,150.0,144.0,6.30000019,12197,650
235,4388,13.0,18.0,7.0999999,2841,0
236,1713,795.0,194.0,6.19999981,162909,0
237,1917,155.0,128.0,6.4000001,25165,827
238,4263,122.0,238.0,6.5,64748,12000
239,4607,23.0,16.0,4.9000001,2706,549
240,4344,211.0,211.0,6.19999981,69355,10000
241,4064,166.0,234.0,5.0999999,20376,15000
242,2791,299.0,166.0,6.80000019,60156,0
243,1266,42.0,10.0,6.19999981,899,271
244,658,317.0,112.0,4.30000019,19331,949
245,4317,216.0,276.0,7.4000001,115813,22000
246,958,682.0,161.0,8.30000019,604904,31000
247,2594,27.0,99.0,7.4000001,6183,1000
248,1659,988.0,187.0,6.69999981,272223,14000
249,2468,409.0,168.0,6.4000001,35140,0
250,3156,245.0,195.0,6.19999981,40964,0
251,225,116.0,84.0,7.69999981,9513,0
252,1916,332.0,153.0,6.30000019,162331,0
253,3691,40.0,92.0,6.5999999,7390,0
254,3958,160.0,224.0,5.5999999,58366,10000
255,4215,420.0,319.0,7.5999999,203963,58000
256,289,284.0,201.0,7.19999981,91017,0
257,4589,252.0,349.0,7.0999999,86664,38000
258,314,48.0,34.0,6.5999999,16764,1000
259,4278,34.0,9.0,5.80000019,844,962
260,1009,742.0,173.0,7.69999981,343274,18000
261,4894,266.0,194.0,5.19999981,55617,14000
262,2757,118.0,190.0,6.69999981,24150,923
263,454,388.0,173.0,6.9000001,219171,19000
264,3886,127.0,178.0,5.19999981,44662,0
265,2730,192.0,172.0,7.69999981,99177,11000
266,2983,26.0,41.0,4.4000001,2458,211
267,592,249.0,60.0,5.69999981,43376,0
268,1725,120.0,92.0,7.69999981,19732,0
269,1307,514.0,162.0,8.0,128455,0
270,4937,6.0,,6.69999981,114,4
271,2996,215.0,50.0,6.5,17068,0
272,285,149.0,120.0,7.4000001,27629,2000
273,1692,91.0,40.0,6.5999999,29392,0
274,3426,388.0,333.0,6.80000019,87677,11000
275,3965,738.0,462.0,6.5999999,212204,24000
276,1166,57.0,28.0,7.19999981,5841,942
277,234,80.0,22.0,6.30000019,13587,729
278,1143,113.0,57.0,7.30000019,10499,0
279,519,227.0,88.0,5.0999999,29659,1000
280,3105,33.0,67.0,7.0999999,8087,1000
281,2146,31.0,12.0,5.69999981,3088,290
282,2052,62.0,52.0,2.70000005,3611,131
283,2978,66.0,83.0,6.5,11391,1000
284,1582,985.0,190.0,6.0999999,86890,0
285,2216,835.0,285.0,7.5,149966,0
286,3694,679.0,510.0,6.9000001,508818,46000
287,4477,397.0,351.0,6.4000001,216581,21000
288,4782,15.0,23.0,5.19999981,2032,620
289,4826,144.0,181.0,5.80000019,44296,12000
290,910,514.0,134.0,8.19999981,469561,21000
291,748,145.0,40.0,6.5999999,35314,0
292,4450,779.0,321.0,6.0,101178,90000
293,1241,198.0,59.0,6.19999981,33745,0
294,4816,114.0,130.0,5.5999999,36487,0
295,113,7.0,12.0,7.30000019,340,32
296,3020,9.0,11.0,4.30000019,1118,77
297,1215,147.0,59.0,5.69999981,14904,0
298,1046,216.0,61.0,5.80000019,24868,964
299,2214,5.0,10.0,6.0,369,12
300,4222,352.0,180.0,4.30000019,79146,25000
301,2801,257.0,186.0,5.4000001,115099,2000
302,754,14.0,10.0,6.4000001,438,20
303,1552,346.0,109.0,4.5,34435,886
304,287,426.0,96.0,8.39999962,168203,11000
305,4262,122.0,238.0,6.5,64747,12000
306,4169,142.0,231.0,7.0999999,49240,12000
307,1092,523.0,116.0,8.19999981,414976,21000
308,4729,351.0,421.0,8.30000019,161288,72000
309,859,185.0,62.0,6.9000001,63459,3000
310,2783,124.0,146.0,7.0,56654,0
311,2437,99.0,60.0,7.30000019,6261,0
312,2874,319.0,190.0,5.9000001,111087,0
313,2084,1390.0,248.0,5.5,138863,0
314,4531,436.0,292.0,7.19999981,229574,56000
315,826,184.0,83.0,7.0999999,54478,0
316,492,204.0,99.0,7.30000019,153468,0
317,4493,24.0,16.0,8.69999981,3144,0
318,4143,182.0,283.0,7.4000001,99430,43000
319,1569,69.0,27.0,4.9000001,3754,113
320,4737,17.0,18.0,3.4000001,838,728
321,4236,4.0,23.0,5.69999981,625,124
322,4226,629.0,384.0,7.30000019,447979,105000
323,666,223.0,57.0,6.9000001,181380,0
324,4201,313.0,535.0,7.4000001,96233,26000
325,3296,77.0,111.0,5.5999999,25344,0
326,1269,59.0,73.0,5.4000001,10100,153
327,2674,1033.0,285.0,5.5999999,115649,4000
328,4674,1.0,,8.19999981,108,232
329,2025,114.0,72.0,7.19999981,5709,754
330,3052,189.0,141.0,3.9000001,26624,0
331,1650,274.0,94.0,6.69999981,70292,8000
332,4905,29.0,72.0,7.30000019,2581,0
333,1355,188.0,100.0,5.0999999,12093,394
334,4087,1.0,13.0,6.69999981,37,38
335,3369,290.0,221.0,5.19999981,75345,0
336,4079,189.0,162.0,5.0999999,25484,13000
337,293,31.0,19.0,4.19999981,1040,425
338,2945,82.0,62.0,5.69999981,11285,509
339,273,494.0,151.0,8.30000019,235133,0
340,2453,1053.0,276.0,6.80000019,155745,10000
341,2264,186.0,89.0,7.0,58906,0
342,2584,97.0,105.0,6.5,13239,0
343,3747,142.0,152.0,6.30000019,89568,17000
344,4936,50.0,10.0,8.19999981,10388,0
345,3324,201.0,167.0,5.19999981,84209,0
346,1899,258.0,96.0,6.4000001,89128,0
347,991,53.0,43.0,6.5999999,6705,167
348,4696,174.0,260.0,7.0,87682,43000
349,279,319.0,125.0,7.9000001,142448,14000
350,2162,63.0,60.0,6.5999999,3291,400
351,2500,236.0,91.0,6.80000019,76467,0
352,1426,805.0,214.0,7.0999999,193962,5000
353,4888,117.0,122.0,6.30000019,12276,21000
354,1584,205.0,78.0,5.9000001,41664,0
355,3501,311.0,179.0,6.0,181443,12000
356,2200,433.0,209.0,7.69999981,110394,0
357,1179,132.0,105.0,6.9000001,12980,646
358,504,215.0,77.0,7.5999999,54042,0
359,2622,187.0,78.0,4.30000019,39471,0
360,4346,3.0,,6.9000001,44,224
361,547,35.0,11.0,5.5,7470,0
362,3450,20.0,34.0,5.9000001,3443,480
363,4053,141.0,232.0,6.19999981,78974,11000
364,3897,190.0,447.0,7.9000001,70382,33000
365,1310,3646.0,313.0,8.69999981,1217752,25000
366,3874,199.0,257.0,7.0999999,111003,22000
367,3200,435.0,298.0,6.69999981,207839,0
368,512,159.0,88.0,7.0,61396,11000
369,648,112.0,43.0,7.0999999,38949,0
370,148,137.0,101.0,6.19999981,7584,0
371,673,180.0,75.0,3.9000001,35018,716
372,1823,249.0,74.0,7.5,23486,0
373,2056,52.0,54.0,6.19999981,4257,188
374,945,277.0,93.0,5.80000019,62271,0
375,2728,81.0,46.0,7.4000001,14100,0
376,2552,86.0,78.0,6.80000019,11132,0
377,408,419.0,184.0,7.19999981,49672,3000
378,1639,481.0,127.0,6.5,43839,0
379,2984,359.0,111.0,1.89999998,74945,0
380,2962,32.0,25.0,6.0,3425,0
381,2672,352.0,251.0,6.5,61912,0
382,3750,233.0,84.0,1.60000002,74351,62000
383,4633,15.0,6.0,5.0999999,1091,0
384,4204,1187.0,608.0,7.19999981,557489,95000
385,3278,20.0,59.0,5.5,2541,342
386,3169,111.0,137.0,5.69999981,23767,845
387,595,115.0,31.0,6.80000019,55895,0
388,4854,13.0,1.0,8.19999981,374,0
389,495,281.0,142.0,6.5,62038,0
390,4768,345.0,298.0,6.80000019,62836,20000
391,645,495.0,131.0,8.30000019,277505,10000
392,1963,95.0,46.0,5.69999981,8215,371
393,4868,145.0,210.0,7.19999981,64322,24000
394,1316,253.0,85.0,4.5999999,13065,897
395,2921,308.0,300.0,7.5,120189,11000
396,4859,50.0,23.0,5.19999981,4510,0
397,3134,370.0,299.0,7.5999999,189812,15000
398,3977,154.0,211.0,6.9000001,119213,17000
399,3410,230.0,178.0,4.80000019,42182,0
400,4575,462.0,355.0,6.30000019,172707,37000
401,4239,511.0,525.0,6.4000001,175413,60000
402,840,77.0,31.0,6.0999999,9845,613
403,4132,9.0,16.0,5.30000019,502,207
404,1707,33.0,40.0,5.69999981,9693,530
405,4410,741.0,585.0,7.9000001,431620,77000
406,542,293.0,98.0,5.4000001,43743,0
407,4433,1.0,3.0,6.69999981,83,165
408,1567,131.0,85.0,6.30000019,22649,0
409,3895,82.0,20.0,3.0999999,2753,0
410,1454,101.0,91.0,6.30000019,5178,132
411,1741,276.0,181.0,7.0999999,71596,3000
412,698,78.0,22.0,5.9000001,33186,0
413,2413,75.0,55.0,6.0,5585,997
414,1237,122.0,77.0,6.30000019,8697,374
415,1198,133.0,42.0,4.5999999,6884,458
416,3316,21.0,14.0,5.30000019,4387,240
417,4815,4.0,5.0,4.0,146,244
418,1460,677.0,225.0,6.30000019,79877,0
419,1223,527.0,196.0,6.80000019,77493,6000
420,4615,410.0,44.0,8.39999962,62756,21000
421,1602,165.0,81.0,6.4000001,15053,393
422,612,31.0,10.0,6.69999981,15730,0
423,471,37.0,27.0,5.5999999,1768,208
424,4735,81.0,155.0,6.19999981,20186,0
425,1878,174.0,92.0,7.0,26434,0
426,4109,172.0,265.0,6.69999981,156898,22000
427,4751,23.0,95.0,5.0,3119,0
428,3262,301.0,230.0,6.4000001,100837,0
429,2002,158.0,39.0,6.30000019,12675,0
430,3483,302.0,213.0,5.69999981,63493,26000
431,1608,214.0,137.0,7.4000001,19397,0
432,1000,62.0,36.0,2.79999995,8687,0
433,797,173.0,60.0,5.19999981,24790,0
434,1977,297.0,133.0,4.5999999,46417,660
435,389,52.0,21.0,4.80000019,3334,739
436,4630,18.0,6.0,3.0999999,735,402
437,4926,150.0,226.0,4.80000019,34964,28000
438,1745,124.0,82.0,6.80000019,27052,0
439,881,309.0,104.0,8.0,72443,0
440,2608,149.0,98.0,5.30000019,44103,0
441,128,55.0,32.0,7.0999999,4998,785
442,4693,1290.0,644.0,7.0,418214,150000
443,2003,347.0,196.0,6.30000019,89816,0
444,4760,374.0,426.0,7.80000019,182983,99000
445,1920,286.0,131.0,6.5,49926,0
446,3693,64.0,49.0,3.29999995,9541,0
447,2213,13.0,15.0,7.19999981,131,30
448,1093,370.0,102.0,5.0999999,58402,0
449,1087,494.0,39.0,6.80000019,1024,140
450,4277,87.0,162.0,3.9000001,8511,0
451,439,34.0,16.0,5.9000001,7900,263
452,635,71.0,10.0,6.9000001,10410,892
453,1129,40.0,35.0,7.19999981,2412,539
454,2154,609.0,187.0,8.10000038,264533,12000
455,2982,168.0,160.0,7.19999981,127760,0
456,98,56.0,30.0,6.80000019,8508,328
457,2286,23.0,17.0,6.9000001,806,187
458,3110,4667.0,645.0,9.0,1676169,37000
459,720,140.0,47.0,4.4000001,17997,812
460,4616,1.0,9.0,4.30000019,569,114
461,4081,329.0,322.0,5.5,185394,65000
462,398,284.0,99.0,7.4000001,99557,21000
463,299,48.0,14.0,5.0,3904,495
464,2558,613.0,99.0,2.70000005,50415,806
465,4577,26.0,101.0,7.19999981,14437,0
466,62,596.0,153.0,8.69999981,229012,11000
467,2131,244.0,89.0,6.30000019,47800,0
468,968,462.0,140.0,7.5,239540,0
469,868,50.0,20.0,6.19999981,5668,491
470,4216,164.0,260.0,5.5999999,59248,48000
471,3452,39.0,17.0,7.0999999,5741,0
472,292,58.0,78.0,4.5,1905,249
473,4561,244.0,285.0,6.5,92364,15000
474,2001,83.0,82.0,7.19999981,10585,0
475,2054,255.0,151.0,6.69999981,82731,0
476,1353,148.0,100.0,5.0999999,66941,1000
477,3291,791.0,279.0,6.19999981,186879,0
478,2192,3.0,,6.0999999,156,22
479,1773,132.0,58.0,4.5999999,12263,564
480,3904,129.0,156.0,5.30000019,37156,0
481,3274,203.0,161.0,6.4000001,132048,12000
482,1468,85.0,57.0,3.5999999,15517,500
483,325,211.0,127.0,6.9000001,29932,0
484,298,294.0,177.0,7.5999999,133966,0
485,3268,304.0,84.0,8.10000038,155249,115000
486,2705,645.0,236.0,7.5999999,295375,15000
487,3207,39.0,79.0,6.4000001,11958,1000
488,3147,36.0,60.0,6.80000019,6723,1000
489,1936,117.0,75.0,5.5999999,11815,320
490,3627,89.0,102.0,5.80000019,11950,0
491,437,64.0,52.0,5.5,5187,902
492,1801,21.0,28.0,7.0,493,61
493,1992,122.0,60.0,6.4000001,4894,298
494,2065,28.0,44.0,7.5,1747,353
495,844,105.0,50.0,6.80000019,15088,824
496,4319,533.0,440.0,6.69999981,328067,68000
497,4284,105.0,224.0,6.19999981,29282,11000
498,2717,220.0,143.0,7.5,77656,0
499,2464,11.0,27.0,6.80000019,1227,62
500,1308,240.0,111.0,7.0999999,24412,944
501,2389,243.0,151.0,7.4000001,31130,0
502,1094,703.0,98.0,7.0999999,169023,10000
503,85,207.0,103.0,7.69999981,67822,0
504,4192,28.0,62.0,6.5,8227,0
505,2230,700.0,233.0,7.19999981,136048,0
506,663,72.0,19.0,6.0999999,37611,0
507,2306,2254.0,357.0,7.69999981,259837,13000
508,4547,275.0,276.0,7.4000001,136973,47000
509,4857,1.0,,7.19999981,178,0
510,15,204.0,145.0,7.69999981,133348,0
511,1186,106.0,55.0,5.9000001,11232,0
512,2042,786.0,202.0,5.80000019,141533,0
513,1034,218.0,130.0,7.0999999,67604,12000
514,1781,67.0,12.0,6.30000019,5182,912
515,3357,14.0,21.0,5.9000001,2280,448
516,3804,130.0,231.0,4.0,20823,0
517,3229,62.0,149.0,7.69999981,8429,0
518,3793,80.0,54.0,7.5,13003,10000
519,3991,3.0,4.0,4.80000019,243,223
520,486,418.0,123.0,7.9000001,219008,0
521,2173,11.0,25.0,7.19999981,772,83
522,3727,79.0,156.0,5.9000001,32399,0
523,3263,90.0,145.0,5.0999999,33042,0
524,818,174.0,74.0,7.5,26513,0
525,1441,734.0,212.0,5.5,98535,0
526,4872,156.0,263.0,6.69999981,31359,0
527,594,24.0,10.0,5.80000019,3013,344
528,3431,641.0,350.0,6.69999981,361924,0
529,3827,266.0,264.0,7.30000019,75306,48000
530,3495,84.0,101.0,3.79999995,12399,0
531,1068,98.0,73.0,5.30000019,74343,694
532,1125,274.0,108.0,6.0,81611,0
533,2661,188.0,132.0,6.19999981,20000,0
534,1255,549.0,140.0,7.4000001,100743,0
535,155,36.0,13.0,6.9000001,2603,608
536,850,224.0,85.0,7.80000019,30618,0
537,2601,646.0,230.0,7.5999999,273108,0
538,775,76.0,45.0,6.5999999,9105,0
539,399,692.0,204.0,8.10000038,600266,13000
540,3445,8.0,35.0,5.80000019,463,594
541,2397,70.0,110.0,7.80000019,9037,0
542,3594,22.0,42.0,3.9000001,1328,0
543,1264,602.0,150.0,7.0,203269,11000
544,80,167.0,100.0,8.0,62860,0
545,3478,250.0,298.0,5.5999999,40776,10000
546,3834,226.0,174.0,5.80000019,30511,0
547,3615,176.0,225.0,6.0999999,28483,0
548,2803,12.0,35.0,6.19999981,1656,155
549,987,488.0,195.0,6.0999999,124941,0
550,4429,1097.0,653.0,8.10000038,682155,96000
551,4953,,,7.19999981,18,0
552,3159,365.0,275.0,7.19999981,198111,14000
553,342,87.0,44.0,6.19999981,15345,0
554,4506,154.0,175.0,5.5,54501,16000
555,929,470.0,156.0,7.69999981,224671,11000
556,2848,88.0,100.0,6.30000019,21379,0
557,2332,108.0,26.0,4.9000001,5018,473
558,2878,32.0,85.0,7.30000019,7148,773
559,2655,48.0,69.0,7.0999999,3675,426
560,2994,35.0,14.0,3.79999995,9560,636
561,964,15.0,5.0,5.4000001,405,97
562,3514,2803.0,642.0,8.80000019,1468200,175000
563,460,118.0,95.0,6.0,15956,1000
564,3922,175.0,286.0,6.4000001,24668,0
565,2016,192.0,165.0,6.19999981,81444,955
566,3144,125.0,124.0,4.9000001,16582,0
567,3805,412.0,382.0,7.5,338635,39000
568,1169,151.0,81.0,7.0,12366,507
569,1566,651.0,187.0,7.30000019,65201,0
570,4028,48.0,82.0,5.69999981,5161,0
571,2359,576.0,228.0,5.30000019,94456,0
572,4281,195.0,257.0,7.30000019,150618,28000
573,487,219.0,114.0,7.4000001,119150,0
574,3205,10.0,8.0,4.0,551,303
575,1367,136.0,59.0,6.5999999,4662,170
576,2403,32.0,30.0,6.0,3322,265
577,871,118.0,53.0,6.4000001,63839,0
578,3761,124.0,134.0,6.80000019,52972,21000
579,816,88.0,44.0,5.5,23579,0
580,2024,288.0,160.0,6.80000019,35065,0
581,2633,229.0,190.0,6.5999999,71137,0
582,2481,316.0,156.0,6.5999999,69172,0
583,2108,129.0,65.0,6.0999999,30092,0
584,2048,132.0,98.0,5.19999981,29861,505
585,4342,43.0,69.0,6.69999981,12817,0
586,2849,47.0,15.0,7.30000019,13577,341
587,1037,181.0,63.0,5.80000019,27675,0
588,3802,518.0,420.0,6.19999981,104119,26000
